date,Climate ID,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
1973-09-01,8200015,22.8,15.6,19.2,0.0,1.2,0.0,0.0,0.0,,,
1973-09-02,8200015,23.9,15.6,19.8,0.0,1.8,0.0,0.0,0.0,,,
1973-09-03,8200015,23.9,17.8,20.9,0.0,2.9,0.0,0.0,0.0,,,
1973-09-04,8200015,22.8,11.7,17.3,0.7,0.0,0.0,0.0,0.0,,,
1973-09-05,8200015,18.9,7.8,13.4,4.6,0.0,0.0,0.0,0.0,,,
1973-09-06,8200015,20.6,9.4,15.0,3.0,0.0,13.0,0.0,13.0,,,
1973-09-07,8200015,22.2,9.4,15.8,2.2,0.0,0.0,0.0,0.0,,,
1973-09-08,8200015,17.2,10.6,13.9,4.1,0.0,0.0,0.0,0.0,,,
1973-09-09,8200015,16.7,10.6,13.7,4.3,0.0,0.0,0.0,0.0,,,
1973-09-10,8200015,17.2,10.6,13.9,4.1,0.0,0.3,0.0,0.3,,,
1973-09-11,8200015,21.7,6.7,14.2,3.8,0.0,0.0,0.0,0.0,,,
1973-09-12,8200015,18.9,9.4,14.2,3.8,0.0,0.3,0.0,0.3,,,
1973-09-13,8200015,19.4,8.3,13.9,4.1,0.0,0.0,0.0,0.0,,,
1973-09-14,8200015,18.3,7.2,12.8,5.2,0.0,0.0,0.0,0.0,,,
1973-09-15,8200015,16.1,8.3,12.2,5.8,0.0,0.0,0.0,0.0,,,
1973-09-16,8200015,19.4,10.0,14.7,3.3,0.0,0.0,0.0,0.0,,,
1973-09-17,8200015,16.7,11.1,13.9,4.1,0.0,0.0,0.0,0.0,,,
1973-09-18,8200015,19.4,3.9,11.7,6.3,0.0,1.3,0.0,1.3,,,
1973-09-19,8200015,16.7,6.1,11.4,6.6,0.0,0.0,0.0,0.0,,,
1973-09-20,8200015,18.9,6.1,12.5,5.5,0.0,0.3,0.0,0.3,,,
1973-09-21,8200015,12.2,8.3,10.3,7.7,0.0,1.0,0.0,1.0,,,
1973-09-22,8200015,14.4,4.4,9.4,8.6,0.0,7.4,0.0,7.4,,,
1973-09-23,8200015,12.2,5.6,8.9,9.1,0.0,0.3,0.0,0.3,,,
1973-09-24,8200015,13.3,7.2,10.3,7.7,0.0,0.0,0.0,0.0,,,
1973-09-25,8200015,17.2,0.6,8.9,9.1,0.0,0.3,0.0,0.3,,,
1973-09-26,8200015,17.8,1.7,9.8,8.2,0.0,0.0,0.0,0.0,,,
1973-09-27,8200015,19.4,2.2,10.8,7.2,0.0,1.3,0.0,1.3,,,
1973-09-28,8200015,15.6,9.4,12.5,5.5,0.0,0.8,0.0,0.8,,,
1973-09-29,8200015,17.2,3.9,10.6,7.4,0.0,0.5,0.0,0.5,,,
1973-09-30,8200015,15.0,6.7,10.9,7.1,0.0,0.5,0.0,0.5,,,
1973-10-01,8200015,13.3,4.4,8.9,9.1,0.0,0.0,0.0,0.0,,,
1973-10-02,8200015,20.0,2.2,11.1,6.9,0.0,0.0,0.0,0.0,,,
1973-10-03,8200015,17.8,8.3,13.1,4.9,0.0,2.5,0.0,2.5,,,
1973-10-04,8200015,14.4,13.3,13.9,4.1,0.0,5.6,0.0,5.6,,,
1973-10-05,8200015,13.9,10.0,12.0,6.0,0.0,2.0,0.0,2.0,,,
1973-10-06,8200015,10.6,10.0,10.3,7.7,0.0,2.8,0.0,2.8,,,
1973-10-07,8200015,8.9,4.4,6.7,11.3,0.0,7.6,0.0,7.6,,,
1973-10-08,8200015,8.9,4.4,6.7,11.3,0.0,0.0,0.0,0.0,,,
1973-10-09,8200015,10.6,7.2,8.9,9.1,0.0,0.8,0.0,0.8,,,
1973-10-10,8200015,10.0,6.1,8.1,9.9,0.0,1.3,0.0,1.3,,,
1973-10-11,8200015,10.0,5.6,7.8,10.2,0.0,0.0,0.0,0.0,,,
1973-10-12,8200015,13.3,0.0,6.7,11.3,0.0,0.5,0.0,0.5,,,
1973-10-13,8200015,19.4,3.3,11.4,6.6,0.0,0.0,0.0,0.0,,,
1973-10-14,8200015,18.3,8.3,13.3,4.7,0.0,1.0,0.0,1.0,,,
1973-10-15,8200015,14.4,6.7,10.6,7.4,0.0,0.0,0.0,0.0,,,
1973-10-16,8200015,10.6,3.3,7.0,11.0,0.0,0.0,0.0,0.0,,,
1973-10-17,8200015,12.2,0.6,6.4,11.6,0.0,0.0,0.0,0.0,,,
1973-10-18,8200015,11.7,0.6,6.2,11.8,0.0,1.3,0.0,1.3,,,
1973-10-19,8200015,8.3,2.2,5.3,12.7,0.0,2.0,0.0,2.0,,,
1973-10-20,8200015,10.6,0.0,5.3,12.7,0.0,1.0,0.0,1.0,,,
1973-10-21,8200015,8.3,0.6,4.5,13.5,0.0,0.5,0.0,0.5,,,
1973-10-22,8200015,8.9,2.8,5.9,12.1,0.0,0.0,0.0,0.0,,,
1973-10-23,8200015,15.6,-1.7,7.0,11.0,0.0,0.5,0.0,0.5,,,
1973-10-24,8200015,11.7,2.2,7.0,11.0,0.0,0.0,0.0,0.0,,,
1973-10-25,8200015,9.4,1.7,5.6,12.4,0.0,0.0,0.0,0.0,,,
1973-10-26,8200015,16.1,0.6,8.4,9.6,0.0,25.1,0.0,25.1,,,
1973-10-27,8200015,10.6,5.0,7.8,10.2,0.0,9.4,0.0,9.4,,,
1973-10-28,8200015,5.6,0.6,3.1,14.9,0.0,0.0,0.0,0.0,,,
1973-10-29,8200015,8.9,-4.4,2.3,15.7,0.0,0.0,0.0,0.0,,,
1973-10-30,8200015,15.6,-2.2,6.7,11.3,0.0,7.4,0.0,7.4,,,
1973-10-31,8200015,16.1,3.9,10.0,8.0,0.0,7.6,0.0,7.6,,,
1973-11-01,8200015,15.6,8.9,12.3,5.7,0.0,8.9,0.0,8.9,,,
1973-11-02,8200015,11.7,6.7,9.2,8.8,0.0,7.6,0.0,7.6,,,
1973-11-03,8200015,5.6,5.6,5.6,12.4,0.0,6.1,0.0,6.1,,,
1973-11-04,8200015,4.4,-0.6,1.9,16.1,0.0,0.3,0.0,0.3,,,
1973-11-05,8200015,3.9,-0.6,1.7,16.3,0.0,0.0,0.0,0.0,,,
1973-11-06,8200015,0.6,-3.9,-1.7,19.7,0.0,0.0,0.0,0.0,,,
1973-11-07,8200015,5.6,-5.0,0.3,17.7,0.0,0.0,0.0,0.0,,,
1973-11-08,8200015,6.7,-3.9,1.4,16.6,0.0,0.0,0.0,0.0,,,
1973-11-09,8200015,6.7,-1.7,2.5,15.5,0.0,2.5,0.0,2.5,,,
1973-11-10,8200015,1.7,-2.8,-0.6,18.6,0.0,0.0,0.0,0.0,,,
1973-11-11,8200015,3.3,-3.3,0.0,18.0,0.0,0.0,0.0,0.0,,,
1973-11-12,8200015,3.3,-8.3,-2.5,20.5,0.0,0.0,0.0,0.0,,,
1973-11-13,8200015,7.2,-5.6,0.8,17.2,0.0,2.3,0.0,2.3,,,
1973-11-14,8200015,9.4,-0.6,4.4,13.6,0.0,1.8,0.0,1.8,,,
1973-11-15,8200015,8.9,2.2,5.6,12.4,0.0,1.3,0.0,1.3,,,
1973-11-16,8200015,15.0,2.2,8.6,9.4,0.0,3.0,0.0,3.0,,,
1973-11-17,8200015,1.7,-6.1,-2.2,20.2,0.0,0.0,0.0,0.0,,,
1973-11-18,8200015,1.1,-2.2,-0.6,18.6,0.0,0.0,0.0,0.0,,,
1973-11-19,8200015,2.2,-1.7,0.3,17.7,0.0,0.0,0.0,0.0,,,
1973-11-20,8200015,2.8,-2.8,0.0,18.0,0.0,0.0,0.0,0.0,,,
1973-11-21,8200015,0.6,-1.1,-0.3,18.3,0.0,0.0,0.0,0.0,,,
1973-11-22,8200015,4.4,-5.0,-0.3,18.3,0.0,0.0,0.0,0.0,,,
1973-11-23,8200015,6.1,-5.0,0.6,17.4,0.0,1.5,0.0,1.5,,,
1973-11-24,8200015,3.9,-2.2,0.9,17.1,0.0,0.0,0.0,0.0,,,
1973-11-25,8200015,2.2,-0.6,0.8,17.2,0.0,5.6,0.0,5.6,,,
1973-11-26,8200015,0.6,-1.1,-0.3,18.3,0.0,0.0,0.0,0.0,,,
1973-11-27,8200015,0.0,-4.4,-2.2,20.2,0.0,0.0,0.0,0.0,,,
1973-11-28,8200015,15.6,-4.4,5.6,12.4,0.0,17.5,0.0,17.5,,,
1973-11-29,8200015,15.0,-0.6,7.2,10.8,0.0,1.0,0.0,1.0,,,
1973-11-30,8200015,,1.1,,,,0.0,0.0,0.0,,,
1973-12-01,8200015,1.7,-2.2,-0.3,18.3,0.0,0.0,0.0,0.0,,,
1973-12-02,8200015,-0.6,-1.7,-1.2,19.2,0.0,0.0,0.0,0.0,,,
1973-12-03,8200015,-0.6,-2.2,-1.4,19.4,0.0,0.0,0.0,0.0,,,
1973-12-04,8200015,3.9,-6.7,-1.4,19.4,0.0,0.0,0.0,0.0,,,
1973-12-05,8200015,13.9,-1.1,6.4,11.6,0.0,3.8,0.0,3.8,,,
1973-12-06,8200015,15.0,-6.7,4.2,13.8,0.0,22.1,0.0,22.1,,,
1973-12-07,8200015,2.8,2.2,2.5,15.5,0.0,0.0,0.0,0.0,,,
1973-12-08,8200015,-0.6,-2.8,-1.7,19.7,0.0,0.0,0.0,0.0,,,
1973-12-09,8200015,11.1,-6.7,2.2,15.8,0.0,2.3,0.0,2.3,,,
1973-12-10,8200015,13.3,-7.2,3.1,14.9,0.0,3.3,0.0,3.3,,,
1973-12-11,8200015,13.3,2.2,7.8,10.2,0.0,17.0,0.0,17.0,,,
1973-12-12,8200015,3.3,2.2,2.8,15.2,0.0,2.5,0.0,2.5,,,
1973-12-13,8200015,0.6,-1.7,-0.6,18.6,0.0,0.0,0.0,0.0,,,
1973-12-14,8200015,5.0,-6.7,-0.9,18.9,0.0,0.0,0.0,0.0,,,
1973-12-15,8200015,7.2,-6.7,0.3,17.7,0.0,3.0,0.0,3.0,,,
1973-12-16,8200015,8.9,3.3,6.1,11.9,0.0,1.0,0.0,1.0,,,
1973-12-17,8200015,16.7,2.8,9.8,8.2,0.0,6.9,0.0,6.9,,,
1973-12-18,8200015,13.3,8.3,10.8,7.2,0.0,0.0,0.0,0.0,,,
1973-12-19,8200015,-4.4,-11.7,-8.1,26.1,0.0,0.0,0.0,0.0,,,
1973-12-20,8200015,5.0,-11.7,-3.4,21.4,0.0,0.0,0.0,0.0,,,
1973-12-21,8200015,17.2,-8.9,4.2,13.8,0.0,10.4,0.0,10.4,,,
1973-12-22,8200015,10.6,-1.7,4.5,13.5,0.0,0.0,0.0,0.0,,,
1973-12-23,8200015,-0.6,-7.2,-3.9,21.9,0.0,0.0,7.6,7.6,,,
1973-12-24,8200015,-6.1,-9.4,-7.8,25.8,0.0,0.0,2.5,2.5,,,
1973-12-25,8200015,2.8,-12.2,-4.7,22.7,0.0,2.5,0.0,2.5,,,
1973-12-26,8200015,9.4,-11.7,-1.2,19.2,0.0,7.1,0.0,7.1,,,
1973-12-27,8200015,1.1,0.0,0.6,17.4,0.0,0.0,0.0,0.0,,,
1973-12-28,8200015,8.9,0.0,4.5,13.5,0.0,5.8,0.0,5.8,,,
1973-12-29,8200015,6.7,0.6,3.7,14.3,0.0,0.0,0.0,0.0,,,
1973-12-30,8200015,10.0,0.6,5.3,12.7,0.0,7.4,0.0,7.4,,,
1973-12-31,8200015,,-2.8,,,,0.0,0.0,0.0,,,
1974-01-01,8200015,2.8,-12.2,-4.7,22.7,0.0,2.5,0.0,2.5,,,
1974-01-02,8200015,-4.4,-5.6,-5.0,23.0,0.0,0.0,0.0,0.0,,,
1974-01-03,8200015,-8.3,-15.6,-12.0,30.0,0.0,0.0,0.0,0.0,,,
1974-01-04,8200015,-7.8,-15.0,-11.4,29.4,0.0,0.0,0.0,0.0,,,
1974-01-05,8200015,-8.3,-10.6,-9.5,27.5,0.0,0.0,0.0,0.0,,,
1974-01-06,8200015,-2.2,-11.1,-6.7,24.7,0.0,0.0,0.0,0.0,,,
1974-01-07,8200015,-1.1,-10.6,-5.9,23.9,0.0,0.0,0.0,0.0,,,
1974-01-08,8200015,-3.9,-7.8,-5.9,23.9,0.0,0.0,0.0,0.0,,,
1974-01-09,8200015,-11.1,-17.8,-14.5,32.5,0.0,0.0,0.0,0.0,,,
1974-01-10,8200015,-8.3,-17.8,-13.1,31.1,0.0,0.0,0.0,0.0,,,
1974-01-11,8200015,-3.9,-17.8,-10.9,28.9,0.0,0.0,2.5,2.5,,,
1974-01-12,8200015,-3.9,-8.3,-6.1,24.1,0.0,0.0,5.1,5.1,,,
1974-01-13,8200015,-17.2,-17.8,-17.5,35.5,0.0,0.0,0.0,0.0,,,
1974-01-14,8200015,3.3,-22.2,-9.5,27.5,0.0,7.4,0.0,7.4,,,
1974-01-15,8200015,3.3,-22.2,-9.5,27.5,0.0,0.0,0.0,0.0,,,
1974-01-16,8200015,-16.7,-16.7,-16.7,34.7,0.0,0.0,0.0,0.0,,,
1974-01-17,8200015,-16.7,-23.9,-20.3,38.3,0.0,0.0,0.0,0.0,,,
1974-01-18,8200015,-13.3,-24.4,-18.9,36.9,0.0,0.0,0.0,0.0,,,
1974-01-19,8200015,-2.2,-21.1,-11.7,29.7,0.0,0.0,8.9,8.9,,,
1974-01-20,8200015,-10.0,-13.3,-11.7,29.7,0.0,0.0,0.0,0.0,,,
1974-01-21,8200015,7.8,-25.0,-8.6,26.6,0.0,0.0,0.0,0.0,,,
1974-01-22,8200015,10.0,-22.2,-6.1,24.1,0.0,3.8,0.0,3.8,,,
1974-01-23,8200015,5.0,-1.7,1.7,16.3,0.0,6.6,0.0,6.6,,,
1974-01-24,8200015,1.7,-1.7,0.0,18.0,0.0,0.0,0.0,0.0,,,
1974-01-25,8200015,2.2,-2.2,0.0,18.0,0.0,31.8,0.0,31.8,,,
1974-01-26,8200015,-0.6,-6.1,-3.4,21.4,0.0,0.0,0.0,0.0,,,
1974-01-27,8200015,10.6,-6.1,2.3,15.7,0.0,13.2,0.0,13.2,,,
1974-01-28,8200015,3.9,-0.6,1.7,16.3,0.0,10.2,0.0,10.2,,,
1974-01-29,8200015,1.1,-2.8,-0.9,18.9,0.0,5.1,0.0,5.1,,,
1974-01-30,8200015,1.7,-3.3,-0.8,18.8,0.0,0.0,0.0,0.0,,,
1974-01-31,8200015,,-3.3,,,,0.0,0.0,0.0,,,
1974-02-01,8200015,-6.1,-6.1,-6.1,24.1,0.0,0.0,0.0,0.0,,,
1974-02-02,8200015,-8.3,-15.6,-12.0,30.0,0.0,0.0,0.0,0.0,,,
1974-02-03,8200015,-7.2,-17.2,-12.2,30.2,0.0,0.0,0.0,0.0,,,
1974-02-04,8200015,-8.9,-17.2,-13.1,31.1,0.0,0.0,3.8,3.8,,,
1974-02-05,8200015,,-15.6,,,,0.0,0.0,0.0,,,
1974-02-06,8200015,-5.6,,,,,0.0,0.0,0.0,,,
1974-02-07,8200015,-4.4,-12.8,-8.6,26.6,0.0,0.0,8.9,8.9,,,
1974-02-08,8200015,-5.6,-12.8,-9.2,27.2,0.0,0.0,0.0,0.0,,,
1974-02-09,8200015,-11.1,-11.7,-11.4,29.4,0.0,0.0,0.0,0.0,,,
1974-02-10,8200015,-10.6,-17.8,-14.2,32.2,0.0,0.0,0.0,0.0,,,
1974-02-11,8200015,-2.2,-17.8,-10.0,28.0,0.0,0.0,0.0,0.0,,,
1974-02-12,8200015,-1.1,-20.0,-10.6,28.6,0.0,0.0,0.0,0.0,,,
1974-02-13,8200015,5.6,-19.4,-6.9,24.9,0.0,2.3,0.0,2.3,,,
1974-02-14,8200015,4.4,-16.1,-5.9,23.9,0.0,0.0,0.0,0.0,,,
1974-02-15,8200015,-8.9,-23.9,-16.4,34.4,0.0,0.0,0.0,0.0,,,
1974-02-16,8200015,-7.2,-20.0,-13.6,31.6,0.0,0.0,0.0,0.0,,,
1974-02-17,8200015,,-16.1,,,,0.0,,,,,
1974-02-18,8200015,-5.6,,,,,0.0,,,,,
1974-02-19,8200015,-0.6,-12.8,-6.7,24.7,0.0,0.0,0.0,0.0,,,
1974-02-20,8200015,11.1,-12.8,-0.9,18.9,0.0,20.3,0.0,20.3,,,
1974-02-21,8200015,0.0,-2.2,-1.1,19.1,0.0,0.0,0.0,0.0,,,
1974-02-22,8200015,11.7,-5.0,3.4,14.6,0.0,22.9,0.0,22.9,,,
1974-02-23,8200015,12.2,-5.0,3.6,14.4,0.0,0.0,0.0,0.0,,,
1974-02-24,8200015,-3.3,-5.0,-4.2,22.2,0.0,2.3,0.0,2.3,,,
1974-02-25,8200015,-1.7,-10.6,-6.2,24.2,0.0,0.0,15.2,15.2,,,
1974-02-26,8200015,-3.3,-17.2,-10.3,28.3,0.0,0.0,0.0,0.0,,,
1974-02-27,8200015,-1.7,-17.8,-9.8,27.8,0.0,0.0,0.0,0.0,,,
1974-02-28,8200015,,-16.7,,,,0.0,0.0,0.0,,,
1974-03-01,8200015,7.8,-1.7,3.1,14.9,0.0,1.3,0.0,1.3,,,
1974-03-02,8200015,-1.7,-1.7,-1.7,19.7,0.0,0.0,0.0,0.0,,,
1974-03-03,8200015,3.3,-12.8,-4.8,22.8,0.0,0.5,0.0,0.5,,,
1974-03-04,8200015,10.0,-12.2,-1.1,19.1,0.0,3.0,0.0,3.0,,,
1974-03-05,8200015,11.7,-6.1,2.8,15.2,0.0,1.8,0.0,1.8,,,
1974-03-06,8200015,8.3,1.7,5.0,13.0,0.0,0.0,0.0,0.0,,,
1974-03-07,8200015,11.7,1.7,6.7,11.3,0.0,1.0,0.0,1.0,,,
1974-03-08,8200015,-5.0,-5.0,-5.0,23.0,0.0,0.0,0.0,0.0,,,
1974-03-09,8200015,-4.4,-7.2,-5.8,23.8,0.0,0.0,0.0,0.0,,,
1974-03-10,8200015,-1.7,-7.2,-4.5,22.5,0.0,0.0,,,,,
1974-03-11,8200015,-8.3,-8.3,-8.3,26.3,0.0,0.0,,,,,
1974-03-12,8200015,-9.4,-16.1,-12.8,30.8,0.0,0.0,0.0,0.0,,,
1974-03-13,8200015,-3.9,-16.7,-10.3,28.3,0.0,0.0,0.0,0.0,,,
1974-03-14,8200015,-0.6,-13.9,-7.3,25.3,0.0,0.0,,,,,
1974-03-15,8200015,-0.6,-6.7,-3.7,21.7,0.0,0.0,0.0,0.0,,,
1974-03-16,8200015,13.3,-14.4,-0.6,18.6,0.0,0.0,0.0,0.0,,,
1974-03-17,8200015,10.0,-11.7,-0.9,18.9,0.0,,0.0,,,,
1974-03-18,8200015,12.2,1.7,7.0,11.0,0.0,0.8,0.0,0.8,,,
1974-03-19,8200015,3.3,1.1,2.2,15.8,0.0,0.3,0.0,0.3,,,
1974-03-20,8200015,-2.2,-3.9,-3.1,21.1,0.0,0.3,0.0,0.3,,,
1974-03-21,8200015,10.6,-7.8,1.4,16.6,0.0,14.2,0.0,14.2,,,
1974-03-22,8200015,3.3,-7.8,-2.3,20.3,0.0,0.0,0.0,0.0,,,
1974-03-23,8200015,8.3,-2.2,3.1,14.9,0.0,0.0,0.0,0.0,,,
1974-03-24,8200015,10.6,-2.2,4.2,13.8,0.0,,0.0,,,,
1974-03-25,8200015,-3.9,-5.6,-4.8,22.8,0.0,0.0,0.0,0.0,,,
1974-03-26,8200015,1.7,-10.0,-4.2,22.2,0.0,0.0,5.1,5.1,,,
1974-03-27,8200015,0.6,-7.8,-3.6,21.6,0.0,0.0,2.5,2.5,,,
1974-03-28,8200015,-6.7,-11.1,-8.9,26.9,0.0,0.0,0.0,0.0,,,
1974-03-29,8200015,-4.4,-12.8,-8.6,26.6,0.0,0.3,0.0,0.3,,,
1974-03-30,8200015,5.0,-11.7,-3.4,21.4,0.0,0.5,0.0,0.5,,,
1974-03-31,8200015,,-11.7,,,,,0.0,,,,
1974-04-01,8200015,2.8,0.6,1.7,16.3,0.0,0.8,0.0,0.8,,,
1974-04-02,8200015,2.2,0.6,1.4,16.6,0.0,0.0,5.1,5.1,,,
1974-04-03,8200015,2.2,-0.6,0.8,17.2,0.0,0.3,0.0,0.3,,,
1974-04-04,8200015,8.9,-0.6,4.2,13.8,0.0,7.4,0.0,7.4,,,
1974-04-05,8200015,8.9,0.6,4.8,13.2,0.0,1.0,0.0,1.0,,,
1974-04-06,8200015,9.4,7.2,8.3,9.7,0.0,17.3,0.0,17.3,,,
1974-04-07,8200015,6.1,0.6,3.4,14.6,0.0,1.0,0.0,1.0,,,
1974-04-08,8200015,5.6,0.6,3.1,14.9,0.0,0.0,0.0,0.0,,,
1974-04-09,8200015,9.4,-3.9,2.8,15.2,0.0,5.1,0.0,5.1,,,
1974-04-10,8200015,13.9,-3.9,5.0,13.0,0.0,1.8,0.0,1.8,,,
1974-04-11,8200015,6.1,-1.7,2.2,15.8,0.0,0.5,0.0,0.5,,,
1974-04-12,8200015,2.8,-1.7,0.6,17.4,0.0,0.5,0.0,0.5,,,
1974-04-13,8200015,7.2,-1.7,2.8,15.2,0.0,0.8,0.0,0.8,,,
1974-04-14,8200015,7.2,-1.7,2.8,15.2,0.0,0.0,0.0,0.0,,,
1974-04-15,8200015,11.7,1.1,6.4,11.6,0.0,1.0,0.0,1.0,,,
1974-04-16,8200015,7.2,4.4,5.8,12.2,0.0,1.0,0.0,1.0,,,
1974-04-17,8200015,11.7,-0.6,5.6,12.4,0.0,0.0,0.0,0.0,,,
1974-04-18,8200015,11.7,1.1,6.4,11.6,0.0,0.0,0.0,0.0,,,
1974-04-19,8200015,3.9,-3.3,0.3,17.7,0.0,0.0,0.0,0.0,,,
1974-04-20,8200015,3.3,-3.3,0.0,18.0,0.0,0.0,0.0,0.0,,,
1974-04-21,8200015,11.1,-4.4,3.4,14.6,0.0,0.0,0.0,0.0,,,
1974-04-22,8200015,11.7,3.3,7.5,10.5,0.0,5.1,0.0,5.1,,,
1974-04-23,8200015,10.0,6.1,8.1,9.9,0.0,1.5,0.0,1.5,,,
1974-04-24,8200015,1.1,0.6,0.9,17.1,0.0,1.8,0.0,1.8,,,
1974-04-25,8200015,3.3,0.6,2.0,16.0,0.0,0.0,0.0,0.0,,,
1974-04-26,8200015,2.8,0.0,1.4,16.6,0.0,4.3,0.0,4.3,,,
1974-04-27,8200015,8.9,0.0,4.5,13.5,0.0,0.0,0.0,0.0,,,
1974-04-28,8200015,21.1,2.8,12.0,6.0,0.0,0.0,0.0,0.0,,,
1974-04-29,8200015,15.6,7.8,11.7,6.3,0.0,0.0,0.0,0.0,,,
1974-04-30,8200015,,4.4,,,,0.0,0.0,0.0,,,
1974-05-01,8200015,8.3,2.8,5.6,12.4,0.0,3.3,0.0,3.3,,,
1974-05-02,8200015,5.6,-1.7,2.0,16.0,0.0,0.0,0.0,0.0,,,
1974-05-03,8200015,6.7,-2.8,2.0,16.0,0.0,0.0,0.0,0.0,,,
1974-05-04,8200015,7.8,-2.2,2.8,15.2,0.0,0.8,0.0,0.8,,,
1974-05-05,8200015,3.9,1.7,2.8,15.2,0.0,0.8,0.0,0.8,,,
1974-05-06,8200015,8.9,2.8,5.9,12.1,0.0,0.0,0.0,0.0,,,
1974-05-07,8200015,8.9,1.7,5.3,12.7,0.0,0.0,0.0,0.0,,,
1974-05-08,8200015,8.9,3.3,6.1,11.9,0.0,0.8,0.0,0.8,,,
1974-05-09,8200015,12.8,3.3,8.1,9.9,0.0,0.0,0.0,0.0,,,
1974-05-10,8200015,10.6,-0.6,5.0,13.0,0.0,0.0,0.0,0.0,,,
1974-05-11,8200015,,1.7,,,,0.0,0.0,0.0,,,
1974-05-12,8200015,9.4,6.1,7.8,10.2,0.0,0.0,0.0,0.0,,,
1974-05-13,8200015,15.0,6.1,10.6,7.4,0.0,9.1,0.0,9.1,,,
1974-05-14,8200015,15.6,5.6,10.6,7.4,0.0,0.0,0.0,0.0,,,
1974-05-15,8200015,25.0,8.9,17.0,1.0,0.0,0.0,0.0,0.0,,,
1974-05-16,8200015,20.6,10.0,15.3,2.7,0.0,0.0,0.0,0.0,,,
1974-05-17,8200015,11.7,3.9,7.8,10.2,0.0,5.3,0.0,5.3,,,
1974-05-18,8200015,13.3,5.6,9.5,8.5,0.0,0.5,0.0,0.5,,,
1974-05-19,8200015,11.1,5.6,8.4,9.6,0.0,0.8,0.0,0.8,,,
1974-05-20,8200015,7.8,4.4,6.1,11.9,0.0,0.8,0.0,0.8,,,
1974-05-21,8200015,12.8,1.7,7.3,10.7,0.0,0.0,0.0,0.0,,,
1974-05-22,8200015,7.8,2.2,5.0,13.0,0.0,5.6,0.0,5.6,,,
1974-05-23,8200015,11.7,3.3,7.5,10.5,0.0,11.2,0.0,11.2,,,
1974-05-24,8200015,5.0,3.3,4.2,13.8,0.0,12.7,0.0,12.7,,,
1974-05-25,8200015,6.1,2.2,4.2,13.8,0.0,1.5,0.0,1.5,,,
1974-05-26,8200015,5.6,3.9,4.8,13.2,0.0,8.9,0.0,8.9,,,
1974-05-27,8200015,7.2,4.4,5.8,12.2,0.0,3.8,0.0,3.8,,,
1974-05-28,8200015,3.3,2.8,3.1,14.9,0.0,25.4,0.0,25.4,,,
1974-05-29,8200015,5.6,2.8,4.2,13.8,0.0,0.5,0.0,0.5,,,
1974-05-30,8200015,13.9,1.7,7.8,10.2,0.0,0.0,0.0,0.0,,,
1974-05-31,8200015,16.1,-0.6,7.8,10.2,0.0,0.0,0.0,0.0,,,
1974-06-01,8200015,12.8,10.6,11.7,6.3,0.0,0.0,0.0,0.0,,,
1974-06-02,8200015,17.8,12.2,15.0,3.0,0.0,0.0,0.0,0.0,,,
1974-06-03,8200015,9.4,8.9,9.2,8.8,0.0,0.0,0.0,0.0,,,
1974-06-04,8200015,16.1,8.3,12.2,5.8,0.0,0.0,0.0,0.0,,,
1974-06-05,8200015,26.1,8.3,17.2,0.8,0.0,1.5,0.0,1.5,,,
1974-06-06,8200015,12.2,6.7,9.5,8.5,0.0,0.0,0.0,0.0,,,
1974-06-07,8200015,15.6,5.6,10.6,7.4,0.0,0.0,0.0,0.0,,,
1974-06-08,8200015,23.9,3.3,13.6,4.4,0.0,0.0,0.0,0.0,,,
1974-06-09,8200015,16.7,13.3,15.0,3.0,0.0,0.0,0.0,0.0,,,
1974-06-10,8200015,16.1,9.4,12.8,5.2,0.0,0.5,0.0,0.5,,,
1974-06-11,8200015,21.7,3.3,12.5,5.5,0.0,13.2,0.0,13.2,,,
1974-06-12,8200015,25.0,10.0,17.5,0.5,0.0,0.0,0.0,0.0,,,
1974-06-13,8200015,25.6,13.3,19.5,0.0,1.5,0.0,0.0,0.0,,,
1974-06-14,8200015,23.9,10.0,17.0,1.0,0.0,0.0,0.0,0.0,,,
1974-06-15,8200015,25.0,15.0,20.0,0.0,2.0,0.0,0.0,0.0,,,
1974-06-16,8200015,23.9,8.9,16.4,1.6,0.0,0.0,0.0,0.0,,,
1974-06-17,8200015,23.3,12.8,18.1,0.0,0.1,0.0,0.0,0.0,,,
1974-06-18,8200015,16.7,10.6,13.7,4.3,0.0,4.3,0.0,4.3,,,
1974-06-19,8200015,25.6,12.8,19.2,0.0,1.2,0.0,0.0,0.0,,,
1974-06-20,8200015,25.0,13.9,19.5,0.0,1.5,0.5,0.0,0.5,,,
1974-06-21,8200015,26.7,16.1,21.4,0.0,3.4,0.8,0.0,0.8,,,
1974-06-22,8200015,21.7,15.6,18.7,0.0,0.7,0.5,0.0,0.5,,,
1974-06-23,8200015,22.2,15.0,18.6,0.0,0.6,0.0,0.0,0.0,,,
1974-06-24,8200015,12.8,12.2,12.5,5.5,0.0,0.0,0.0,0.0,,,
1974-06-25,8200015,15.6,11.1,13.4,4.6,0.0,4.6,0.0,4.6,,,
1974-06-26,8200015,13.9,11.1,12.5,5.5,0.0,0.0,0.0,0.0,,,
